,location,date,total_vaccinations_no_boosters,total_vaccinations_no_boosters_per_hundred,total_boosters,total_boosters_per_hundred
442,Albania,2021-03-23,51690.0,1.8,0.0,0.0
443,Albania,2021-03-24,53992.0,1.88,0.0,0.0
444,Albania,2021-03-25,59348.0,2.07,0.0,0.0
445,Albania,2021-03-26,62248.0,2.17,0.0,0.0
446,Albania,2021-03-27,64075.0,2.23,0.0,0.0
447,Albania,2021-03-28,78000.0,2.71,0.0,0.0
448,Albania,2021-03-30,119321.0,4.15,0.0,0.0
449,Albania,2021-03-31,138846.0,4.83,0.0,0.0
450,Albania,2021-04-01,155463.0,5.41,0.0,0.0
451,Albania,2021-04-02,172486.0,6.0,0.0,0.0
452,Albania,2021-04-03,185496.0,6.46,0.0,0.0
453,Albania,2021-04-04,192882.0,6.71,0.0,0.0
454,Albania,2021-04-05,206708.0,7.2,0.0,0.0
455,Albania,2021-04-06,221588.0,7.71,0.0,0.0
456,Albania,2021-04-07,232379.0,8.09,0.0,0.0
457,Albania,2021-04-08,242542.0,8.44,0.0,0.0
458,Albania,2021-04-09,250676.0,8.73,0.0,0.0
459,Albania,2021-04-10,256810.0,8.94,0.0,0.0
460,Albania,2021-04-12,267531.0,9.31,0.0,0.0
461,Albania,2021-04-13,281216.0,9.79,0.0,0.0
462,Albania,2021-04-15,304488.0,10.6,0.0,0.0
463,Albania,2021-04-16,314622.0,10.95,0.0,0.0
464,Albania,2021-04-17,324840.0,11.31,0.0,0.0
465,Albania,2021-04-18,332905.0,11.59,0.0,0.0
466,Albania,2021-04-19,345934.0,12.04,0.0,0.0
467,Albania,2021-04-20,350000.0,12.18,0.0,0.0
468,Albania,2021-04-21,372075.0,12.95,0.0,0.0
469,Albania,2021-04-22,382998.0,13.33,0.0,0.0
470,Albania,2021-04-23,391351.0,13.62,0.0,0.0
471,Albania,2021-04-24,400064.0,13.93,0.0,0.0
472,Albania,2021-04-26,408619.0,14.22,0.0,0.0
473,Albania,2021-04-27,416855.0,14.51,0.0,0.0
474,Albania,2021-04-28,433628.0,15.09,0.0,0.0
475,Albania,2021-04-29,453248.0,15.78,0.0,0.0
476,Albania,2021-04-30,476903.0,16.6,0.0,0.0
477,Albania,2021-05-01,494028.0,17.2,0.0,0.0
478,Albania,2021-05-03,517501.0,18.01,0.0,0.0
479,Albania,2021-05-04,537387.0,18.71,0.0,0.0
480,Albania,2021-05-05,556584.0,19.37,0.0,0.0
481,Albania,2021-05-06,572226.0,19.92,0.0,0.0
482,Albania,2021-05-07,585693.0,20.39,0.0,0.0
483,Albania,2021-05-08,596766.0,20.77,0.0,0.0
484,Albania,2021-05-09,600000.0,20.88,0.0,0.0
485,Albania,2021-05-10,612959.0,21.34,0.0,0.0
486,Albania,2021-05-11,622507.0,21.67,0.0,0.0
487,Albania,2021-05-12,632676.0,22.02,0.0,0.0
488,Albania,2021-05-13,638338.0,22.22,0.0,0.0
489,Albania,2021-05-14,653330.0,22.74,0.0,0.0
490,Albania,2021-05-17,680083.0,23.67,0.0,0.0
491,Albania,2021-05-18,688947.0,23.98,0.0,0.0
492,Albania,2021-05-19,697811.0,24.29,0.0,0.0
493,Albania,2021-05-20,703743.0,24.5,0.0,0.0
494,Albania,2021-05-21,708846.0,24.67,0.0,0.0
495,Albania,2021-05-23,716616.0,24.94,0.0,0.0
496,Albania,2021-05-24,725135.0,25.24,0.0,0.0
497,Albania,2021-05-26,748986.0,26.07,0.0,0.0
498,Albania,2021-05-27,759043.0,26.42,0.0,0.0
499,Albania,2021-05-30,772204.0,26.88,0.0,0.0
500,Albania,2021-05-31,776461.0,27.03,0.0,0.0
501,Albania,2021-06-01,780342.0,27.16,0.0,0.0
502,Albania,2021-06-03,787321.0,27.4,0.0,0.0
503,Albania,2021-06-06,798624.0,27.8,0.0,0.0
504,Albania,2021-06-07,803682.0,27.97,0.0,0.0
505,Albania,2021-06-08,809992.0,28.19,0.0,0.0
506,Albania,2021-06-09,816556.0,28.42,0.0,0.0
507,Albania,2021-06-10,823053.0,28.65,0.0,0.0
508,Albania,2021-06-11,830281.0,28.9,0.0,0.0
509,Albania,2021-06-12,834868.0,29.06,0.0,0.0
510,Albania,2021-06-13,836430.0,29.11,0.0,0.0
511,Albania,2021-06-14,842535.0,29.33,0.0,0.0
512,Albania,2021-06-15,848430.0,29.53,0.0,0.0
513,Albania,2021-06-16,854227.0,29.73,0.0,0.0
514,Albania,2021-06-17,862628.0,30.03,0.0,0.0
515,Albania,2021-06-20,880912.0,30.66,0.0,0.0
516,Albania,2021-06-21,890052.0,30.98,0.0,0.0
517,Albania,2021-06-22,901429.0,31.38,0.0,0.0
518,Albania,2021-06-23,912874.0,31.77,0.0,0.0
519,Albania,2021-06-24,922886.0,32.12,0.0,0.0
520,Albania,2021-06-28,943439.0,32.84,0.0,0.0
521,Albania,2021-06-29,955498.0,33.26,0.0,0.0
522,Albania,2021-06-30,968034.0,33.69,0.0,0.0
523,Albania,2021-07-01,974486.0,33.92,0.0,0.0
524,Albania,2021-07-02,981499.0,34.16,0.0,0.0
525,Albania,2021-07-04,988550.0,34.41,0.0,0.0
526,Albania,2021-07-05,994081.0,34.6,0.0,0.0
527,Albania,2021-07-06,1000063.0,34.81,0.0,0.0
528,Albania,2021-07-07,1005663.0,35.0,0.0,0.0
529,Albania,2021-07-08,1011297.0,35.2,0.0,0.0
530,Albania,2021-07-09,1016554.0,35.38,0.0,0.0
531,Albania,2021-07-10,1021408.0,35.55,0.0,0.0
532,Albania,2021-07-11,1022802.0,35.6,0.0,0.0
533,Albania,2021-07-12,1029234.0,35.83,0.0,0.0
534,Albania,2021-07-13,1035667.0,36.05,0.0,0.0
535,Albania,2021-07-14,1043499.0,36.32,0.0,0.0
536,Albania,2021-07-15,1052108.0,36.62,0.0,0.0
537,Albania,2021-07-16,1060042.0,36.9,0.0,0.0
538,Albania,2021-07-17,1067135.0,37.14,0.0,0.0
539,Albania,2021-07-18,1069365.0,37.22,0.0,0.0
540,Albania,2021-07-20,1082424.0,37.68,0.0,0.0
541,Albania,2021-07-21,1095453.0,38.13,0.0,0.0
542,Albania,2021-07-22,1109785.0,38.63,0.0,0.0
543,Albania,2021-07-25,1138771.0,39.64,0.0,0.0
544,Albania,2021-07-29,1179769.0,41.06,0.0,0.0
545,Albania,2021-07-30,1190847.0,41.45,0.0,0.0
546,Albania,2021-07-31,1198933.0,41.73,0.0,0.0
547,Albania,2021-08-01,1203087.0,41.88,0.0,0.0
548,Albania,2021-08-02,1212761.0,42.21,0.0,0.0
549,Albania,2021-08-03,1221640.0,42.52,0.0,0.0
550,Albania,2021-08-04,1229405.0,42.79,0.0,0.0
551,Albania,2021-08-05,1238036.0,43.09,0.0,0.0
552,Albania,2021-08-08,1259952.0,43.86,0.0,0.0
553,Albania,2021-08-10,1280239.0,44.56,0.0,0.0
554,Albania,2021-08-13,1309995.0,45.6,0.0,0.0
555,Albania,2021-08-15,1321198.0,45.99,0.0,0.0
556,Albania,2021-08-16,1330754.0,46.32,0.0,0.0
557,Albania,2021-08-17,1340339.0,46.65,0.0,0.0
558,Albania,2021-08-19,1358228.0,47.28,0.0,0.0
559,Albania,2021-08-21,1373349.0,47.8,0.0,0.0
560,Albania,2021-08-22,1376763.0,47.92,0.0,0.0
561,Albania,2021-08-23,1386713.0,48.27,0.0,0.0
562,Albania,2021-08-24,1396390.0,48.61,0.0,0.0
563,Albania,2021-08-25,1405653.0,48.93,0.0,0.0
564,Albania,2021-08-26,1415907.0,49.28,0.0,0.0
565,Albania,2021-08-27,1427977.0,49.7,0.0,0.0
566,Albania,2021-08-29,1444764.0,50.29,0.0,0.0
567,Albania,2021-08-30,1458048.0,50.75,0.0,0.0
568,Albania,2021-08-31,1472316.0,51.25,0.0,0.0
569,Albania,2021-09-01,1485250.0,51.7,0.0,0.0
570,Albania,2021-09-02,1499898.0,52.21,0.0,0.0
571,Albania,2021-09-06,1539232.0,53.58,0.0,0.0
572,Albania,2021-09-07,1553626.0,54.08,0.0,0.0
573,Albania,2021-09-08,1567313.0,54.55,0.0,0.0
574,Albania,2021-09-09,1579402.0,54.98,0.0,0.0
575,Albania,2021-09-10,1589575.0,55.33,0.0,0.0
576,Albania,2021-09-11,1598196.0,55.63,0.0,0.0
577,Albania,2021-09-12,1601552.0,55.75,0.0,0.0
578,Albania,2021-09-13,1610157.0,56.05,0.0,0.0
579,Albania,2021-09-14,1618111.0,56.32,0.0,0.0
580,Albania,2021-09-15,1625636.0,56.58,0.0,0.0
581,Albania,2021-09-16,1632986.0,56.84,0.0,0.0
582,Albania,2021-09-17,1640239.0,57.09,0.0,0.0
583,Albania,2021-09-19,1649884.0,57.43,0.0,0.0
584,Albania,2021-09-20,1657595.0,57.7,0.0,0.0
585,Albania,2021-09-21,1665590.0,57.98,0.0,0.0
586,Albania,2021-09-22,1674093.0,58.27,0.0,0.0
587,Albania,2021-09-23,1683644.0,58.6,0.0,0.0
588,Albania,2021-09-24,1693555.0,58.95,0.0,0.0
589,Albania,2021-09-27,1715133.0,59.7,0.0,0.0
590,Albania,2021-09-28,1723996.0,60.01,0.0,0.0
591,Albania,2021-09-29,1732549.0,60.31,0.0,0.0
592,Albania,2021-09-30,1741373.0,60.61,0.0,0.0
593,Albania,2021-10-01,1749106.0,60.88,0.0,0.0
594,Albania,2021-10-02,1756040.0,61.12,0.0,0.0
595,Albania,2021-10-04,1764714.0,61.43,0.0,0.0
596,Albania,2021-10-05,1771542.0,61.66,0.0,0.0
597,Albania,2021-10-06,1778093.0,61.89,0.0,0.0
598,Albania,2021-10-07,1783984.0,62.1,0.0,0.0
599,Albania,2021-10-08,1789592.0,62.29,0.0,0.0
600,Albania,2021-10-09,1795351.0,62.49,0.0,0.0
601,Albania,2021-10-11,1803799.0,62.79,0.0,0.0
602,Albania,2021-10-12,1810433.0,63.02,0.0,0.0
603,Albania,2021-10-13,1816580.0,63.23,0.0,0.0
604,Albania,2021-10-17,1836856.0,63.94,0.0,0.0
605,Albania,2021-10-18,1842661.0,64.14,0.0,0.0
606,Albania,2021-10-19,1848634.0,64.35,0.0,0.0
607,Albania,2021-10-20,1854615.0,64.55,0.0,0.0
608,Albania,2021-10-21,1860335.0,64.75,0.0,0.0
609,Albania,2021-10-22,1865942.0,64.95,0.0,0.0
610,Albania,2021-10-24,1873903.0,65.23,0.0,0.0
611,Albania,2021-10-25,1879391.0,65.42,0.0,0.0
612,Albania,2021-10-27,1891041.0,65.82,0.0,0.0
613,Albania,2021-10-28,1896652.0,66.02,0.0,0.0
614,Albania,2021-10-29,1901824.0,66.2,0.0,0.0
615,Albania,2021-11-01,1909861.0,66.48,0.0,0.0
616,Albania,2021-11-03,1923805.0,66.96000000000001,2799.0,0.1
617,Albania,2021-11-06,1936446.0,67.39999999999999,8230.0,0.29
618,Albania,2021-11-07,1938333.0,67.47,8815.0,0.31
619,Albania,2021-11-09,1948391.0,67.82000000000001,14968.0,0.52
620,Albania,2021-11-10,1953539.0,68.0,18434.0,0.64
621,Albania,2021-11-11,1958659.0,68.18,21572.0,0.75
622,Albania,2021-11-14,1972016.0,68.64,28088.0,0.98
623,Albania,2021-11-16,1982067.0,69.0,34887.0,1.21
624,Albania,2021-11-17,1987183.0,69.16,38378.0,1.34
625,Albania,2021-11-18,1992229.0,69.34,41537.0,1.45
626,Albania,2021-11-21,2002830.0,69.72,47512.0,1.65
627,Albania,2021-11-24,2017332.0,70.21,57338.0,2.0
628,Albania,2021-11-25,2021258.0,70.35,60524.0,2.11
629,Albania,2021-11-28,2031426.0,70.71,65471.0,2.28
630,Albania,2021-11-30,2033658.0,70.78,67381.0,2.35
631,Albania,2021-12-01,2041296.0,71.06,70501.0,2.45
632,Albania,2021-12-03,2052464.0,71.45,78250.0,2.72
633,Albania,2021-12-05,2059644.0,71.69,82219.0,2.86
634,Albania,2021-12-06,2065520.0,71.89,85545.0,2.98
635,Albania,2021-12-07,2071761.0,72.12,89437.0,3.11
636,Albania,2021-12-08,2074974.0,72.22,91233.0,3.18
637,Albania,2021-12-12,2094974.0,72.92,101171.0,3.52
638,Albania,2021-12-13,2101001.0,73.13000000000001,105088.0,3.66
639,Albania,2021-12-14,2106898.0,73.34,109504.0,3.81
640,Albania,2021-12-15,2112683.0,73.53999999999999,113584.0,3.95
641,Albania,2021-12-18,2127895.0,74.05999999999999,123115.0,4.29
642,Albania,2021-12-21,2139987.0,74.49,130535.0,4.54
643,Albania,2021-12-23,2150096.0,74.84,136139.0,4.74
644,Albania,2021-12-28,2172618.0,75.63,143988.0,5.01
645,Albania,2022-01-04,2205163.0,76.75999999999999,151127.0,5.26
646,Albania,2022-01-05,2213884.0,77.06,153690.0,5.35
647,Albania,2022-01-08,2235444.0,77.81,162763.0,5.67
648,Albania,2022-01-10,2244209.0,78.11,166519.0,5.8
649,Albania,2022-01-11,2250458.0,78.34,169276.0,5.89
650,Albania,2022-01-30,2321560.0,80.8,202123.0,7.04
651,Algeria,2021-01-29,0.0,0.0,0.0,0.0
652,Algeria,2021-01-30,30.0,0.0,0.0,0.0
653,Algeria,2021-02-19,75000.0,0.17,0.0,0.0
654,Algeria,2021-08-20,4146091.0,9.29,0.0,0.0
655,Algeria,2021-09-04,8000000.0,17.93,0.0,0.0
656,Algeria,2021-09-12,9989662.0,22.39,0.0,0.0
657,Algeria,2021-09-25,10049978.0,22.53,0.0,0.0
658,Algeria,2021-10-24,11080739.0,24.84,0.0,0.0
659,Algeria,2021-10-27,11148720.0,24.99,0.0,0.0
660,Algeria,2021-10-30,11179354.0,25.06,0.0,0.0
661,Algeria,2021-11-02,11271319.0,25.26,0.0,0.0
662,Algeria,2021-11-08,11316115.0,25.36,0.0,0.0
663,Algeria,2021-11-13,11376816.0,25.5,0.0,0.0
664,Algeria,2021-11-21,11995807.0,26.89,13167.0,0.03
665,Algeria,2021-11-25,12056530.0,27.02,20340.0,0.05
666,Algeria,2021-11-29,12120449.0,27.16,25381.0,0.06
667,Andorra,2021-01-25,576.0,0.74,0.0,0.0
668,Andorra,2021-02-01,1036.0,1.34,0.0,0.0
669,Andorra,2021-02-10,1291.0,1.67,0.0,0.0
670,Andorra,2021-02-12,1622.0,2.1,0.0,0.0
671,Andorra,2021-02-19,2141.0,2.77,0.0,0.0
672,Andorra,2021-02-24,2390.0,3.09,0.0,0.0
673,Andorra,2021-02-26,2526.0,3.27,0.0,0.0
674,Andorra,2021-03-08,3611.0,4.67,0.0,0.0
675,Andorra,2021-03-10,4914.0,6.35,0.0,0.0
676,Andorra,2021-03-15,8363.0,10.81,0.0,0.0
677,Andorra,2021-03-19,9288.0,12.01,0.0,0.0
678,Andorra,2021-04-04,12440.0,16.08,0.0,0.0
679,Andorra,2021-04-05,15269.0,19.74,0.0,0.0
680,Andorra,2021-04-11,17091.0,22.09,0.0,0.0
681,Andorra,2021-04-12,19064.0,24.65,0.0,0.0
682,Andorra,2021-04-19,26414.0,34.15,0.0,0.0
683,Andorra,2021-04-26,28503.0,36.85,0.0,0.0
684,Andorra,2021-05-03,28881.0,37.34,0.0,0.0
685,Andorra,2021-05-10,31633.0,40.89,0.0,0.0
686,Andorra,2021-05-17,32317.0,41.78,0.0,0.0
687,Andorra,2021-05-31,35916.0,46.43,0.0,0.0
688,Andorra,2021-06-07,41473.0,53.61,0.0,0.0
689,Andorra,2021-06-14,51107.0,66.07,0.0,0.0
690,Andorra,2021-06-21,63265.0,81.79,0.0,0.0
691,Andorra,2021-06-28,68329.0,88.33,0.0,0.0
692,Andorra,2021-07-12,70018.0,90.52,0.0,0.0
693,Andorra,2021-07-19,82349.0,106.46,0.0,0.0
694,Andorra,2021-08-01,86320.0,111.59,0.0,0.0
695,Andorra,2021-08-15,91660.0,118.49,0.0,0.0
696,Andorra,2021-08-29,95918.0,124.0,0.0,0.0
697,Andorra,2021-09-26,102032.0,131.9,0.0,0.0
698,Andorra,2021-10-03,102692.0,132.76,0.0,0.0
699,Andorra,2021-10-31,104534.0,135.14,0.0,0.0
700,Andorra,2021-12-05,106428.0,137.59,0.0,0.0
701,Andorra,2021-12-12,107179.0,138.55,8530.0,11.03
702,Andorra,2021-12-26,108477.0,140.23,8769.0,11.34
703,Andorra,2022-01-16,110689.0,143.1,24732.0,31.97
704,Angola,2021-03-01,0.0,0.0,0.0,0.0
705,Angola,2021-03-08,6169.0,0.02,0.0,0.0
706,Angola,2021-03-18,49000.0,0.14,0.0,0.0
707,Angola,2021-03-24,87022.0,0.26,0.0,0.0
708,Angola,2021-03-29,130750.0,0.39,0.0,0.0
709,Angola,2021-04-06,181578.0,0.54,0.0,0.0
710,Angola,2021-04-11,245442.0,0.72,0.0,0.0
711,Angola,2021-04-19,395447.0,1.17,0.0,0.0
712,Angola,2021-04-23,456349.0,1.34,0.0,0.0
713,Angola,2021-05-12,626572.0,1.85,0.0,0.0
714,Angola,2021-05-18,681502.0,2.01,0.0,0.0
715,Angola,2021-05-21,757535.0,2.23,0.0,0.0
716,Angola,2021-05-26,859979.0,2.53,0.0,0.0
717,Angola,2021-05-31,909215.0,2.68,0.0,0.0
718,Angola,2021-06-08,1115919.0,3.29,0.0,0.0
719,Angola,2021-06-10,1222630.0,3.6,0.0,0.0
720,Angola,2021-06-15,1314375.0,3.87,0.0,0.0
721,Angola,2021-06-20,1380174.0,4.07,0.0,0.0
722,Angola,2021-06-24,1432699.0,4.22,0.0,0.0
723,Angola,2021-06-28,1488292.0,4.39,0.0,0.0
724,Angola,2021-07-05,1513460.0,4.46,0.0,0.0
725,Angola,2021-07-12,1558201.0,4.59,0.0,0.0
726,Angola,2021-07-19,1592537.0,4.69,0.0,0.0
727,Angola,2021-08-03,1680059.0,4.95,0.0,0.0
728,Angola,2021-08-09,1695588.0,5.0,0.0,0.0
729,Angola,2021-08-16,1727488.0,5.09,0.0,0.0
730,Angola,2021-08-20,1754073.0,5.17,0.0,0.0
731,Angola,2021-08-25,1841568.0,5.43,0.0,0.0
732,Angola,2021-09-01,2086325.0,6.15,0.0,0.0
733,Angola,2021-09-11,2469333.0,7.28,0.0,0.0
734,Angola,2021-09-19,2820134.0,8.31,0.0,0.0
735,Angola,2021-09-26,3134137.0,9.24,0.0,0.0
736,Angola,2021-10-08,4074677.0,12.01,0.0,0.0
737,Angola,2021-10-14,4448653.0,13.11,0.0,0.0
738,Angola,2021-10-18,5224697.0,15.4,0.0,0.0
739,Angola,2021-10-20,5661085.0,16.68,0.0,0.0
740,Angola,2021-10-24,5940208.0,17.51,0.0,0.0
741,Angola,2021-10-26,6164219.0,18.17,0.0,0.0
742,Angola,2021-11-02,6647925.0,19.59,0.0,0.0
743,Angola,2021-11-07,7246966.0,21.36,0.0,0.0
744,Angola,2021-11-11,7806481.0,23.01,0.0,0.0
745,Angola,2021-11-18,8231981.0,24.26,0.0,0.0
746,Angola,2021-11-21,8798259.0,25.93,0.0,0.0
747,Angola,2021-11-24,9026310.0,26.6,0.0,0.0
748,Angola,2021-12-02,9847459.0,29.02,0.0,0.0
749,Angola,2021-12-06,10018061.0,29.52,0.0,0.0
750,Angola,2021-12-09,10319552.0,30.41,0.0,0.0
751,Angola,2021-12-15,10805281.0,31.84,0.0,0.0
752,Angola,2021-12-23,11164918.0,32.9,0.0,0.0
753,Angola,2021-12-30,11615144.0,34.23,0.0,0.0
754,Angola,2022-01-06,11797041.0,34.77,0.0,0.0
755,Angola,2022-01-08,12099891.0,35.66,0.0,0.0
756,Angola,2022-01-12,12377226.0,36.47,0.0,0.0
757,Angola,2022-01-14,12690132.0,37.4,0.0,0.0
758,Angola,2022-01-23,13944656.0,41.09,0.0,0.0
759,Angola,2022-01-28,14588435.0,42.99,0.0,0.0
760,Anguilla,2021-02-04,0.0,0.0,0.0,0.0
761,Anguilla,2021-02-13,1341.0,8.87,0.0,0.0
762,Anguilla,2021-02-14,2762.0,18.26,0.0,0.0
763,Anguilla,2021-02-26,3929.0,25.98,0.0,0.0
764,Anguilla,2021-03-09,4700.0,31.07,0.0,0.0
765,Anguilla,2021-03-13,5000.0,33.06,0.0,0.0
766,Anguilla,2021-03-19,5348.0,35.36,0.0,0.0
767,Anguilla,2021-04-12,5835.0,38.58,0.0,0.0
768,Anguilla,2021-04-22,6898.0,45.61,0.0,0.0
769,Anguilla,2021-05-17,13235.0,87.5,0.0,0.0
770,Anguilla,2021-05-28,14443.0,95.49,0.0,0.0
771,Anguilla,2021-06-04,14557.0,96.24,0.0,0.0
772,Anguilla,2021-06-11,14937.0,98.76,0.0,0.0
773,Anguilla,2021-06-18,15198.0,100.48,0.0,0.0
774,Anguilla,2021-06-25,15789.0,104.39,0.0,0.0
775,Anguilla,2021-07-02,16460.0,108.83,0.0,0.0
776,Anguilla,2021-07-09,16951.0,112.07,0.0,0.0
777,Anguilla,2021-07-16,17807.0,117.73,0.0,0.0
778,Anguilla,2021-07-23,18001.0,119.01,0.0,0.0
779,Anguilla,2021-07-30,18193.0,120.28,0.0,0.0
780,Anguilla,2021-08-06,18457.0,122.03,0.0,0.0
781,Anguilla,2021-08-20,18458.0,122.04,0.0,0.0
782,Anguilla,2021-09-03,18471.0,122.12,0.0,0.0
783,Anguilla,2021-09-10,18481.0,122.19,0.0,0.0
784,Anguilla,2021-09-17,18565.0,122.74,0.0,0.0
785,Anguilla,2021-09-24,18584.0,122.87,0.0,0.0
786,Anguilla,2021-10-01,18704.0,123.66,0.0,0.0
787,Anguilla,2021-10-15,18705.0,123.67,0.0,0.0
788,Anguilla,2021-11-05,18706.0,123.68,0.0,0.0
789,Anguilla,2021-11-12,18782.0,124.18,0.0,0.0
790,Anguilla,2021-11-19,19066.0,126.06,0.0,0.0
791,Anguilla,2021-11-29,19067.0,126.07,663.0,4.38
792,Anguilla,2021-12-01,19251.0,127.28,663.0,4.38
793,Anguilla,2021-12-08,19302.0,127.62000000000002,982.0,6.49
794,Anguilla,2022-01-14,19439.0,128.53,1607.0,10.62
795,Anguilla,2022-01-21,19500.0,128.93,1756.0,11.61
796,Anguilla,2022-01-28,19529.0,129.12,1920.0,12.69
797,Antigua and Barbuda,2021-02-16,0.0,0.0,0.0,0.0
798,Antigua and Barbuda,2021-03-15,24164.0,24.48,0.0,0.0
799,Antigua and Barbuda,2021-03-19,25677.0,26.01,0.0,0.0
800,Antigua and Barbuda,2021-03-25,26424.0,26.76,0.0,0.0
801,Antigua and Barbuda,2021-03-31,26836.0,27.18,0.0,0.0
802,Antigua and Barbuda,2021-04-03,27032.0,27.38,0.0,0.0
803,Antigua and Barbuda,2021-04-14,27592.0,27.95,0.0,0.0
804,Antigua and Barbuda,2021-04-16,28414.0,28.78,0.0,0.0
805,Antigua and Barbuda,2021-04-17,28639.0,29.01,0.0,0.0
806,Antigua and Barbuda,2021-04-22,29754.0,30.14,0.0,0.0
807,Antigua and Barbuda,2021-05-07,31085.0,31.49,0.0,0.0
808,Antigua and Barbuda,2021-05-11,31262.0,31.66,0.0,0.0
809,Antigua and Barbuda,2021-05-17,34441.0,34.88,0.0,0.0
810,Antigua and Barbuda,2021-05-21,39519.0,40.03,0.0,0.0
811,Antigua and Barbuda,2021-05-25,42009.0,42.55,0.0,0.0
812,Antigua and Barbuda,2021-05-26,44230.0,44.8,0.0,0.0
813,Antigua and Barbuda,2021-05-27,45939.0,46.53,0.0,0.0
814,Antigua and Barbuda,2021-05-29,48347.0,48.97,0.0,0.0
815,Antigua and Barbuda,2021-05-31,50329.0,50.98,0.0,0.0
816,Antigua and Barbuda,2021-06-03,51811.0,52.48,0.0,0.0
817,Antigua and Barbuda,2021-06-06,55578.0,56.29,0.0,0.0
818,Antigua and Barbuda,2021-06-07,57264.0,58.0,0.0,0.0
819,Antigua and Barbuda,2021-06-09,58074.0,58.82,0.0,0.0
820,Antigua and Barbuda,2021-06-12,58727.0,59.48,0.0,0.0
821,Antigua and Barbuda,2021-06-15,59582.0,60.35,0.0,0.0
822,Antigua and Barbuda,2021-06-17,62204.0,63.01,0.0,0.0
823,Antigua and Barbuda,2021-06-20,62809.0,63.62,0.0,0.0
824,Antigua and Barbuda,2021-06-29,63995.0,64.82,0.0,0.0
825,Antigua and Barbuda,2021-07-01,64455.0,65.29,0.0,0.0
826,Antigua and Barbuda,2021-07-04,64696.0,65.53,0.0,0.0
827,Antigua and Barbuda,2021-07-06,64823.0,65.66,0.0,0.0
828,Antigua and Barbuda,2021-07-08,65077.0,65.92,0.0,0.0
829,Antigua and Barbuda,2021-07-09,65337.0,66.18,0.0,0.0
830,Antigua and Barbuda,2021-07-13,65656.0,66.5,0.0,0.0
831,Antigua and Barbuda,2021-07-15,65757.0,66.6,0.0,0.0
832,Antigua and Barbuda,2021-07-18,66124.0,66.98,0.0,0.0
833,Antigua and Barbuda,2021-07-20,66408.0,67.26,0.0,0.0
834,Antigua and Barbuda,2021-07-21,66522.0,67.38,0.0,0.0
835,Antigua and Barbuda,2021-07-22,67847.0,68.72,0.0,0.0
836,Antigua and Barbuda,2021-07-25,68271.0,69.15,0.0,0.0
837,Antigua and Barbuda,2021-07-28,68715.0,69.6,0.0,0.0
838,Antigua and Barbuda,2021-07-29,68850.0,69.74,0.0,0.0
839,Antigua and Barbuda,2021-08-02,69290.0,70.18,0.0,0.0
840,Antigua and Barbuda,2021-08-04,69518.0,70.41,0.0,0.0
841,Antigua and Barbuda,2021-08-07,69903.0,70.8,0.0,0.0
842,Antigua and Barbuda,2021-08-10,70019.0,70.92,0.0,0.0
843,Antigua and Barbuda,2021-08-14,71065.0,71.98,0.0,0.0
844,Antigua and Barbuda,2021-08-16,71434.0,72.35,0.0,0.0
845,Antigua and Barbuda,2021-08-19,71600.0,72.52,0.0,0.0
846,Antigua and Barbuda,2021-08-22,72282.0,73.21,0.0,0.0
847,Antigua and Barbuda,2021-08-24,72902.0,73.84,0.0,0.0
848,Antigua and Barbuda,2021-08-28,73700.0,74.65,0.0,0.0
849,Antigua and Barbuda,2021-08-30,74637.0,75.6,0.0,0.0
850,Antigua and Barbuda,2021-08-31,75069.0,76.04,0.0,0.0
851,Antigua and Barbuda,2021-09-07,77997.0,79.0,0.0,0.0
852,Antigua and Barbuda,2021-09-10,79390.0,80.41,0.0,0.0
853,Antigua and Barbuda,2021-09-13,79922.0,80.95,0.0,0.0
854,Antigua and Barbuda,2021-09-17,81915.0,82.97,0.0,0.0
855,Antigua and Barbuda,2021-09-24,89252.0,90.4,0.0,0.0
856,Antigua and Barbuda,2021-09-28,93318.0,94.52,0.0,0.0
857,Antigua and Barbuda,2021-10-02,96160.0,97.4,0.0,0.0
858,Antigua and Barbuda,2021-10-04,97384.0,98.64,0.0,0.0
859,Antigua and Barbuda,2021-10-06,97831.0,99.09,0.0,0.0
860,Antigua and Barbuda,2021-10-09,98840.0,100.11,0.0,0.0
861,Antigua and Barbuda,2021-10-13,99846.0,101.13,0.0,0.0
862,Antigua and Barbuda,2021-10-16,101390.0,102.7,0.0,0.0
863,Antigua and Barbuda,2021-10-19,102834.0,104.16,0.0,0.0
864,Antigua and Barbuda,2021-10-23,104500.0,105.85,0.0,0.0
865,Antigua and Barbuda,2021-10-26,105502.0,106.86,0.0,0.0
866,Antigua and Barbuda,2021-10-30,106387.0,107.76,0.0,0.0
867,Antigua and Barbuda,2021-11-05,108001.0,109.39,0.0,0.0
868,Antigua and Barbuda,2021-11-08,111186.0,112.62,0.0,0.0
869,Antigua and Barbuda,2021-11-16,115487.0,116.97,0.0,0.0
870,Antigua and Barbuda,2021-11-21,116527.0,118.03,0.0,0.0
871,Antigua and Barbuda,2021-11-23,117072.0,118.58,0.0,0.0
872,Antigua and Barbuda,2021-11-26,117637.0,119.15,0.0,0.0
873,Antigua and Barbuda,2021-12-02,118651.0,120.18,0.0,0.0
874,Antigua and Barbuda,2021-12-05,118765.0,120.3,0.0,0.0
