,location,date,Alpha,B.1.1.277,B.1.1.302,B.1.1.519,B.1.160,B.1.177,B.1.221,B.1.258,B.1.367,B.1.620,Beta,Delta,Epsilon,Eta,Gamma,Iota,Kappa,Lambda,Mu,Omicron,S:677H.Robin1,S:677P.Pelican,non_who,others
1407,Russia,2021-03-08,18.78,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,1.02,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.69,79.18
1408,Russia,2021-03-22,15.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33,83.33
1409,Russia,2021-04-05,34.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.22,63.22
1410,Russia,2021-04-19,18.41,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,1.59,1.27,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,78.41,78.09
1411,Russia,2021-05-03,20.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,8.31,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.64,69.64
1412,Russia,2021-05-17,16.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,31.16,0.0,1.03,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.32,49.32
1413,Russia,2021-05-31,9.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.38,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.85,22.85
1414,Russia,2021-06-14,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,89.65,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.04,8.04
1415,Russia,2021-06-28,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.1
1416,Russia,2021-07-12,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45
1417,Russia,2021-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,4.55
1418,Russia,2021-08-09,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,5.42
1419,Russia,2021-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.7
1420,Russia,2021-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1421,Russia,2021-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26
1422,Russia,2021-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44
1423,Russia,2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1424,Russia,2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1425,Russia,2021-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1426,Russia,2021-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
1427,Russia,2021-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,0.0,0.0,0.52,0.52
1428,Russia,2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.77,0.0,0.0,0.36,0.36
1429,Russia,2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.67,0.0,0.0,0.66,0.66
1430,Rwanda,2021-06-28,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.92,81.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,6.73
1431,Senegal,2020-06-22,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,98.28
1432,Senegal,2021-01-04,3.37,0.0,0.0,0.0,0.37,0.37,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.89,95.15
1433,Senegal,2021-02-08,7.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.66,92.66
1434,Senegal,2021-04-19,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,1.9,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.43,30.48
1435,Senegal,2021-05-03,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.0,27.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.31,46.31
1436,Senegal,2021-05-31,6.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,1.71,0.0,52.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.31,38.46
1437,Senegal,2021-06-14,5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,20.23,0.0,36.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,36.42
1438,Senegal,2021-06-28,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,28.93,0.0,27.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.14,41.51
1439,Senegal,2021-07-12,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.15,0.0,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.64,25.64
1440,Senegal,2021-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.14,31.14
1441,Senegal,2021-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1,33.1
1442,Senegal,2021-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0
1443,Senegal,2021-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.14,43.14
1444,Seychelles,2021-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445,Singapore,2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
1446,Singapore,2021-04-05,26.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.12,1.22,0.61,1.83,0.61,1.83,9.15,0.0,0.0,0.0,0.0,0.0,13.41,13.41
1447,Singapore,2021-04-19,18.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.32,16.49,0.0,1.6,2.13,0.0,13.83,0.0,0.0,0.0,0.0,0.0,17.01,17.01
1448,Singapore,2021-05-03,10.47,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,9.42,64.92,0.0,1.05,0.52,0.0,6.81,0.0,0.0,0.0,0.0,0.0,6.81,6.29
1449,Singapore,2021-05-17,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91,84.09,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,5.46,5.46
1450,Singapore,2021-05-31,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15,5.15
1451,Singapore,2021-06-14,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,94.94,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7
1452,Singapore,2021-06-28,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,96.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,1.85
1453,Singapore,2021-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12
1454,Singapore,2021-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455,Singapore,2021-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16
1456,Singapore,2021-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1457,Singapore,2021-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1458,Singapore,2021-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,Singapore,2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460,Singapore,2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1461,Singapore,2021-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1462,Singapore,2021-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,Singapore,2021-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,0.0,0.0,0.24,0.24
1464,Singapore,2021-12-27,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,46.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.89,0.0,0.0,0.0,-0.14
1465,Singapore,2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.55,0.0,0.0,0.17,0.17
1466,Singapore,2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.81,0.0,0.0,0.0,0.0
1467,Sint Maarten (Dutch part),2021-05-31,91.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1468,Sint Maarten (Dutch part),2021-08-09,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.56,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,-0.0,-0.0
1469,Sint Maarten (Dutch part),2021-08-23,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1470,Sint Maarten (Dutch part),2021-09-06,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.18,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.01,0.01
1471,Sint Maarten (Dutch part),2021-09-20,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.65,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,-0.01,-0.01
1472,Sint Maarten (Dutch part),2021-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473,Sint Maarten (Dutch part),2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.56,0.0,0.0,0.0,0.0
1474,Slovakia,2021-01-04,38.51,0.68,0.0,0.0,5.41,2.03,1.35,47.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.49,4.05
1475,Slovakia,2021-02-08,84.62,0.0,0.0,0.0,8.55,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.85
1476,Slovakia,2021-03-08,95.42,0.0,0.0,0.0,0.23,0.23,0.0,0.69,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,2.74
1477,Slovakia,2021-03-22,90.39,0.0,0.0,0.0,0.51,0.0,0.0,1.03,0.0,0.0,1.2,5.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,1.21
1478,Slovakia,2021-04-05,97.88,0.0,0.0,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,1.52
1479,Slovakia,2021-04-19,94.32,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.97,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.17
1480,Slovakia,2021-05-03,98.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1481,Slovakia,2021-05-17,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1482,Slovakia,2021-05-31,98.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.44,0.44
1483,Slovakia,2021-06-14,88.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,10.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
1484,Slovakia,2021-06-28,86.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,11.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2
1485,Slovakia,2021-07-12,33.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.83
1486,Slovakia,2021-07-26,7.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.88,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.37,0.37
1487,Slovakia,2021-08-09,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1488,Slovakia,2021-08-23,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489,Slovakia,2021-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,Slovakia,2021-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1491,Slovakia,2021-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1492,Slovakia,2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,99.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
1493,Slovakia,2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1494,Slovakia,2021-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1495,Slovakia,2021-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496,Slovakia,2021-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
1497,Slovakia,2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.06,0.0,0.0,0.31,0.31
1498,Slovakia,2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.69,0.0,0.0,0.0,0.0
1499,Slovakia,2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.91,0.0,0.0,0.0,0.0
1500,Slovenia,2020-08-31,0.0,0.0,0.0,0.0,11.88,3.96,0.99,26.73,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,52.48
1501,Slovenia,2020-09-14,0.0,0.0,0.0,0.0,33.52,4.55,2.27,21.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,38.07
1502,Slovenia,2020-09-28,0.0,0.0,0.0,0.0,40.48,5.95,2.38,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29.76
1503,Slovenia,2020-10-12,0.0,0.0,0.0,0.0,26.69,2.64,0.29,32.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,38.12
1504,Slovenia,2020-10-26,0.28,0.0,0.0,0.0,21.94,1.67,0.0,31.67,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.61,43.33
1505,Slovenia,2020-11-09,0.11,0.0,0.0,0.0,16.35,0.67,0.67,53.62,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.11,27.8
1506,Slovenia,2020-11-23,1.45,0.0,0.0,0.0,14.49,0.0,0.0,51.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.55,32.61
1507,Slovenia,2020-12-07,0.1,0.0,0.0,0.0,9.38,3.2,0.1,64.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,22.89
1508,Slovenia,2020-12-21,0.34,0.0,0.0,0.0,9.56,1.57,0.45,70.53,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.55,17.44
1509,Slovenia,2021-01-04,0.27,0.0,0.0,0.0,5.36,2.45,0.82,82.2,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.64,8.81
1510,Slovenia,2021-01-25,1.33,0.0,0.0,0.0,2.92,1.59,0.0,73.74,0.0,0.0,0.0,1.86,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.28,18.03
1511,Slovenia,2021-02-08,1.69,0.0,0.0,0.0,2.5,1.44,0.44,68.94,0.0,0.0,0.0,0.44,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.31,23.99
1512,Slovenia,2021-02-22,9.67,0.0,0.0,0.0,1.32,1.24,0.54,76.32,0.0,0.0,0.62,0.15,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.63,9.21
1513,Slovenia,2021-03-08,17.11,0.0,0.0,0.0,0.95,0.55,0.27,70.82,0.0,0.0,1.02,0.2,0.0,0.68,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.92,8.33
1514,Slovenia,2021-03-22,50.23,0.0,0.0,0.0,0.08,0.38,0.0,43.37,0.0,0.0,0.53,0.15,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.18,4.35
1515,Slovenia,2021-04-05,70.45,0.0,0.0,0.0,0.78,0.12,0.0,25.0,0.0,0.0,0.0,0.24,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.83,2.93
1516,Slovenia,2021-04-19,83.97,0.0,0.0,0.0,0.05,0.24,0.0,14.14,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,15.68,1.25
1517,Slovenia,2021-05-03,90.36,0.0,0.0,0.0,0.0,0.15,0.0,8.22,0.0,0.0,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.44,1.07
1518,Slovenia,2021-05-17,94.82,0.0,0.0,0.0,0.0,0.0,0.0,4.24,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.08,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.54
1519,Slovenia,2021-05-31,97.15,0.0,0.0,0.14,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.57,0.0,0.0,0.14,0.43,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.71
1520,Slovenia,2021-06-14,96.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.77
1521,Slovenia,2021-06-28,67.01,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,27.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,4.16
1522,Slovenia,2021-07-12,26.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.62,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,3.17
1523,Slovenia,2021-07-26,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66
1524,Slovenia,2021-08-09,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
1525,Slovenia,2021-08-23,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,99.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05
1526,Slovenia,2021-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,99.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
1527,Slovenia,2021-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05
1528,Slovenia,2021-10-04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05
1529,Slovenia,2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
