,location,date,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
496,Algeria,2022-01-29,43.0,0.964,,,,,,
497,Algeria,2022-01-30,40.0,0.897,,,,,,
498,Algeria,2022-01-31,32.0,0.717,,,,,,
499,Algeria,2022-02-01,39.0,0.874,,,,,,
500,Argentina,2020-07-01,576.0,12.63,,,,,,
501,Argentina,2020-07-02,594.0,13.025,,,,,,
502,Argentina,2020-07-03,620.0,13.595,,,,,,
503,Argentina,2020-07-04,637.0,13.968,,,,,,
504,Argentina,2020-07-05,658.0,14.428,,,,,,
505,Argentina,2020-07-06,676.0,14.823,,,,,,
506,Argentina,2020-07-07,688.0,15.086,,,,,,
507,Argentina,2020-07-08,671.0,14.713,,,,,,
508,Argentina,2020-07-09,662.0,14.516,,,,,,
509,Argentina,2020-07-10,686.0,15.042,,,,,,
510,Argentina,2020-07-11,701.0,15.371,,,,,,
511,Argentina,2020-07-12,735.0,16.116,,,,,,
512,Argentina,2020-07-13,752.0,16.489,,,,,,
513,Argentina,2020-07-14,772.0,16.928,,,,,,
514,Argentina,2020-07-15,783.0,17.169,,,,,,
515,Argentina,2020-07-16,793.0,17.388,,,,,,
516,Argentina,2020-07-17,823.0,18.046,,,,,,
517,Argentina,2020-07-18,824.0,18.068,,,,,,
518,Argentina,2020-07-19,842.0,18.463,,,,,,
519,Argentina,2020-07-20,853.0,18.704,,,,,,
520,Argentina,2020-07-21,890.0,19.515,,,,,,
521,Argentina,2020-07-22,902.0,19.778,,,,,,
522,Argentina,2020-07-23,913.0,20.019,,,,,,
523,Argentina,2020-07-24,955.0,20.94,,,,,,
524,Argentina,2020-07-25,980.0,21.488,,,,,,
525,Argentina,2020-07-26,993.0,21.774,,,,,,
526,Argentina,2020-07-27,1002.0,21.971,,,,,,
527,Argentina,2020-07-28,1024.0,22.453,,,,,,
528,Argentina,2020-07-29,1057.0,23.177,,,,,,
529,Argentina,2020-07-30,1076.0,23.593,,,,,,
530,Argentina,2020-07-31,1104.0,24.207,,,,,,
531,Argentina,2020-08-01,1128.0,24.734,,,,,,
532,Argentina,2020-08-02,1122.0,24.602,,,,,,
533,Argentina,2020-08-03,1150.0,25.216,,,,,,
534,Argentina,2020-08-04,1207.0,26.466,,,,,,
535,Argentina,2020-08-05,1219.0,26.729,,,,,,
536,Argentina,2020-08-06,1245.0,27.299,,,,,,
537,Argentina,2020-08-07,1293.0,28.352,,,,,,
538,Argentina,2020-08-08,1502.0,32.934,,,,,,
539,Argentina,2020-08-09,1565.0,34.316,,,,,,
540,Argentina,2020-08-10,1569.0,34.404,,,,,,
541,Argentina,2020-08-11,1585.0,34.754,,,,,,
542,Argentina,2020-08-12,1662.0,36.443,,,,,,
543,Argentina,2020-08-13,1682.0,36.881,,,,,,
544,Argentina,2020-08-14,1718.0,37.671,,,,,,
545,Argentina,2020-08-15,1716.0,37.627,,,,,,
546,Argentina,2020-08-16,1708.0,37.451,,,,,,
547,Argentina,2020-08-17,1749.0,38.35,,,,,,
548,Argentina,2020-08-18,1799.0,39.447,,,,,,
549,Argentina,2020-08-19,1795.0,39.359,,,,,,
550,Argentina,2020-08-20,1832.0,40.17,,,,,,
551,Argentina,2020-08-21,1853.0,40.631,,,,,,
552,Argentina,2020-08-22,1907.0,41.815,,,,,,
553,Argentina,2020-08-23,1922.0,42.144,,,,,,
554,Argentina,2020-08-24,1960.0,42.977,,,,,,
555,Argentina,2020-08-25,1990.0,43.635,,,,,,
556,Argentina,2020-08-26,2022.0,44.336,,,,,,
557,Argentina,2020-08-27,2075.0,45.499,,,,,,
558,Argentina,2020-08-28,2114.0,46.354,,,,,,
559,Argentina,2020-08-29,2192.0,48.064,,,,,,
560,Argentina,2020-08-30,2232.0,48.941,,,,,,
561,Argentina,2020-08-31,2273.0,49.84,,,,,,
562,Argentina,2020-09-01,2314.0,50.739,,,,,,
563,Argentina,2020-09-02,2539.0,55.673,,,,,,
564,Argentina,2020-09-03,2394.0,52.493,,,,,,
565,Argentina,2020-09-04,2425.0,53.173,,,,,,
566,Argentina,2020-09-05,2456.0,53.853,,,,,,
567,Argentina,2020-09-06,2512.0,55.081,,,,,,
568,Argentina,2020-09-07,2698.0,59.159,,,,,,
569,Argentina,2020-09-08,2719.0,59.62,,,,,,
570,Argentina,2020-09-09,2829.0,62.032,,,,,,
571,Argentina,2020-09-10,2880.0,63.15,,,,,,
572,Argentina,2020-09-11,3093.0,67.82,,,,,,
573,Argentina,2020-09-12,2962.0,64.948,,,,,,
574,Argentina,2020-09-13,2984.0,65.43,,,,,,
575,Argentina,2020-09-14,2992.0,65.606,,,,,,
576,Argentina,2020-09-15,3049.0,66.855,,,,,,
577,Argentina,2020-09-16,3118.0,68.368,,,,,,
578,Argentina,2020-09-17,3108.0,68.149,,,,,,
579,Argentina,2020-09-18,3225.0,70.715,,,,,,
580,Argentina,2020-09-19,3213.0,70.452,,,,,,
581,Argentina,2020-09-20,3261.0,71.504,,,,,,
582,Argentina,2020-09-21,3387.0,74.267,,,,,,
583,Argentina,2020-09-22,3362.0,73.719,,,,,,
584,Argentina,2020-09-23,3511.0,76.986,,,,,,
585,Argentina,2020-09-24,3527.0,77.337,,,,,,
586,Argentina,2020-09-25,3595.0,78.828,,,,,,
587,Argentina,2020-09-26,3633.0,79.661,,,,,,
588,Argentina,2020-09-27,3604.0,79.025,,,,,,
589,Argentina,2020-09-28,3678.0,80.648,,,,,,
590,Argentina,2020-09-29,3768.0,82.621,,,,,,
591,Argentina,2020-09-30,3792.0,83.147,,,,,,
592,Argentina,2020-10-01,3799.0,83.301,,,,,,
593,Argentina,2020-10-02,3828.0,83.937,,,,,,
594,Argentina,2020-10-03,3820.0,83.761,,,,,,
595,Argentina,2020-10-04,3950.0,86.612,,,,,,
596,Argentina,2020-10-05,3978.0,87.226,,,,,,
597,Argentina,2020-10-06,4007.0,87.862,,,,,,
598,Argentina,2020-10-07,3997.0,87.642,,,,,,
599,Argentina,2020-10-08,4043.0,88.651,,,,,,
600,Argentina,2020-10-09,4092.0,89.725,,,,,,
601,Argentina,2020-10-10,4200.0,92.094,,,,,,
602,Argentina,2020-10-11,4237.0,92.905,,,,,,
603,Argentina,2020-10-12,4287.0,94.001,,,,,,
604,Argentina,2020-10-13,4294.0,94.155,,,,,,
605,Argentina,2020-10-14,4316.0,94.637,,,,,,
606,Argentina,2020-10-15,4278.0,93.804,,,,,,
607,Argentina,2020-10-16,4346.0,95.295,,,,,,
608,Argentina,2020-10-17,4386.0,96.172,,,,,,
609,Argentina,2020-10-18,4387.0,96.194,,,,,,
610,Argentina,2020-10-19,4392.0,96.303,,,,,,
611,Argentina,2020-10-20,4451.0,97.597,,,,,,
612,Argentina,2020-10-21,4573.0,100.272,,,,,,
613,Argentina,2020-10-22,4611.0,101.106,,,,,,
614,Argentina,2020-10-23,4696.0,102.969,,,,,,
615,Argentina,2020-10-24,4850.0,106.346,,,,,,
616,Argentina,2020-10-25,4863.0,106.631,,,,,,
617,Argentina,2020-10-26,5038.0,110.468,,,,,,
618,Argentina,2020-10-27,4952.0,108.583,,,,,,
619,Argentina,2020-10-28,5037.0,110.446,,,,,,
620,Argentina,2020-10-29,4981.0,109.219,,,,,,
621,Argentina,2020-10-30,4981.0,109.219,,,,,,
622,Argentina,2020-10-31,4969.0,108.955,,,,,,
623,Argentina,2020-11-01,5119.0,112.244,,,,,,
624,Argentina,2020-11-02,4922.0,107.925,,,,,,
625,Argentina,2020-11-03,4854.0,106.434,,,,,,
626,Argentina,2020-11-04,4816.0,105.601,,,,,,
627,Argentina,2020-11-05,4713.0,103.342,,,,,,
628,Argentina,2020-11-06,4666.0,102.311,,,,,,
629,Argentina,2020-11-07,4593.0,100.711,,,,,,
630,Argentina,2020-11-08,4608.0,101.04,,,,,,
631,Argentina,2020-11-09,4577.0,100.36,,,,,,
632,Argentina,2020-11-10,4494.0,98.54,,,,,,
633,Argentina,2020-11-11,4418.0,96.874,,,,,,
634,Argentina,2020-11-12,4397.0,96.413,,,,,,
635,Argentina,2020-11-13,4381.0,96.062,,,,,,
636,Argentina,2020-11-14,4346.0,95.295,,,,,,
637,Argentina,2020-11-15,4365.0,95.711,,,,,,
638,Argentina,2020-11-16,4322.0,94.769,,,,,,
639,Argentina,2020-11-17,4379.0,96.018,,,,,,
640,Argentina,2020-11-18,4267.0,93.563,,,,,,
641,Argentina,2020-11-19,4292.0,94.111,,,,,,
642,Argentina,2020-11-20,4187.0,91.808,,,,,,
643,Argentina,2020-11-21,4132.0,90.602,,,,,,
644,Argentina,2020-11-22,4245.0,93.08,,,,,,
645,Argentina,2020-11-23,4166.0,91.348,,,,,,
646,Argentina,2020-11-24,4148.0,90.953,,,,,,
647,Argentina,2020-11-25,4039.0,88.563,,,,,,
648,Argentina,2020-11-26,3960.0,86.831,,,,,,
649,Argentina,2020-11-27,4120.0,90.339,,,,,,
650,Argentina,2020-11-28,4021.0,88.169,,,,,,
651,Argentina,2020-11-29,4013.0,87.993,,,,,,
652,Argentina,2020-11-30,4062.0,89.068,,,,,,
653,Argentina,2020-12-01,3946.0,86.524,,,,,,
654,Argentina,2020-12-02,3983.0,87.335,,,,,,
655,Argentina,2020-12-03,3916.0,85.866,,,,,,
656,Argentina,2020-12-04,3929.0,86.151,,,,,,
657,Argentina,2020-12-05,3757.0,82.38,,,,,,
658,Argentina,2020-12-06,3735.0,81.897,,,,,,
659,Argentina,2020-12-07,3723.0,81.634,,,,,,
660,Argentina,2020-12-08,3715.0,81.459,,,,,,
661,Argentina,2020-12-09,3688.0,80.867,,,,,,
662,Argentina,2020-12-10,3655.0,80.143,,,,,,
663,Argentina,2020-12-11,3620.0,79.376,,,,,,
664,Argentina,2020-12-12,3594.0,78.806,,,,,,
665,Argentina,2020-12-13,3537.0,77.556,,,,,,
666,Argentina,2020-12-14,3478.0,76.262,,,,,,
667,Argentina,2020-12-15,3475.0,76.196,,,,,,
668,Argentina,2020-12-16,3443.0,75.495,,,,,,
669,Argentina,2020-12-17,3471.0,76.109,,,,,,
670,Argentina,2020-12-18,3434.0,75.297,,,,,,
671,Argentina,2020-12-19,3452.0,75.692,,,,,,
672,Argentina,2020-12-20,3462.0,75.911,,,,,,
673,Argentina,2020-12-21,3367.0,73.828,,,,,,
674,Argentina,2020-12-22,3399.0,74.53,,,,,,
675,Argentina,2020-12-23,3390.0,74.333,,,,,,
676,Argentina,2020-12-26,3262.0,71.526,,,,,,
677,Argentina,2020-12-27,3313.0,72.644,,,,,,
678,Argentina,2020-12-28,3319.0,72.776,,,,,,
679,Argentina,2020-12-29,3345.0,73.346,,,,,,
680,Argentina,2020-12-30,3440.0,75.429,,,,,,
681,Argentina,2021-01-02,3438.0,75.385,,,,,,
682,Argentina,2021-01-03,3433.0,75.275,,,,,,
683,Argentina,2021-01-04,3502.0,76.788,,,,,,
684,Argentina,2021-01-05,3460.0,75.868,,,,,,
685,Argentina,2021-01-06,3460.0,75.868,,,,,,
686,Argentina,2021-01-07,3559.0,78.038,,,,,,
687,Argentina,2021-01-08,3559.0,78.038,,,,,,
688,Argentina,2021-01-09,3597.0,78.872,,,,,,
689,Argentina,2021-01-10,3612.0,79.2,,,,,,
690,Argentina,2021-01-11,3606.0,79.069,,,,,,
691,Argentina,2021-01-12,3619.0,79.354,,,,,,
692,Argentina,2021-01-13,3619.0,79.354,,,,,,
693,Argentina,2021-01-14,3634.0,79.683,,,,,,
694,Argentina,2021-01-15,3578.0,78.455,,,,,,
695,Argentina,2021-01-16,3578.0,78.455,,,,,,
696,Argentina,2021-01-17,3547.0,77.775,,,,,,
697,Argentina,2021-01-18,3564.0,78.148,,,,,,
698,Argentina,2021-01-19,3562.0,78.104,,,,,,
699,Argentina,2021-01-20,3562.0,78.104,,,,,,
700,Argentina,2021-01-21,3616.0,79.288,,,,,,
701,Argentina,2021-01-22,3616.0,79.288,,,,,,
702,Argentina,2021-01-23,3618.0,79.332,,,,,,
703,Argentina,2021-01-24,3619.0,79.354,,,,,,
704,Argentina,2021-01-25,3619.0,79.354,,,,,,
705,Argentina,2021-01-26,3614.0,79.244,,,,,,
706,Argentina,2021-01-27,3614.0,79.244,,,,,,
707,Argentina,2021-01-28,3607.0,79.091,,,,,,
708,Argentina,2021-01-29,3628.0,79.551,,,,,,
709,Argentina,2021-01-30,3624.0,79.464,,,,,,
710,Argentina,2021-01-31,3617.0,79.31,,,,,,
711,Argentina,2021-02-01,3554.0,77.929,,,,,,
712,Argentina,2021-02-02,3586.0,78.63,,,,,,
713,Argentina,2021-02-03,3571.0,78.301,,,,,,
714,Argentina,2021-02-04,3570.0,78.279,,,,,,
715,Argentina,2021-02-05,3550.0,77.841,,,,,,
716,Argentina,2021-02-06,3550.0,77.841,,,,,,
717,Argentina,2021-02-07,3550.0,77.841,,,,,,
718,Argentina,2021-02-08,3526.0,77.315,,,,,,
719,Argentina,2021-02-09,3553.0,77.907,,,,,,
720,Argentina,2021-02-10,3561.0,78.082,,,,,,
721,Argentina,2021-02-11,3541.0,77.644,,,,,,
722,Argentina,2021-02-12,3538.0,77.578,,,,,,
723,Argentina,2021-02-13,3514.0,77.052,,,,,,
724,Argentina,2021-02-14,3547.0,77.775,,,,,,
725,Argentina,2021-02-15,3538.0,77.578,,,,,,
726,Argentina,2021-02-16,3581.0,78.521,,,,,,
727,Argentina,2021-02-17,3573.0,78.345,,,,,,
728,Argentina,2021-02-19,3608.0,79.113,,,,,,
729,Argentina,2021-02-20,3605.0,79.047,,,,,,
730,Argentina,2021-02-21,3605.0,79.047,,,,,,
731,Argentina,2021-02-22,3550.0,77.841,,,,,,
732,Argentina,2021-02-23,3529.0,77.38,,,,,,
733,Argentina,2021-02-24,3504.0,76.832,,,,,,
734,Argentina,2021-02-25,3467.0,76.021,,,,,,
735,Argentina,2021-02-26,3475.0,76.196,,,,,,
736,Argentina,2021-02-28,3505.0,76.854,,,,,,
737,Argentina,2021-03-01,3505.0,76.854,,,,,,
738,Argentina,2021-03-03,3521.0,77.205,,,,,,
739,Argentina,2021-03-04,3489.0,76.503,,,,,,
740,Argentina,2021-03-05,3485.0,76.416,,,,,,
741,Argentina,2021-03-06,3475.0,76.196,,,,,,
742,Argentina,2021-03-07,3467.0,76.021,,,,,,
743,Argentina,2021-03-08,3484.0,76.394,,,,,,
744,Argentina,2021-03-09,3525.0,77.293,,,,,,
745,Argentina,2021-03-10,3491.0,76.547,,,,,,
746,Argentina,2021-03-11,3438.0,75.385,,,,,,
747,Argentina,2021-03-12,3417.0,74.925,,,,,,
748,Argentina,2021-03-13,3454.0,75.736,,,,,,
749,Argentina,2021-03-14,3479.0,76.284,,,,,,
750,Argentina,2021-03-15,3469.0,76.065,,,,,,
751,Argentina,2021-03-16,3469.0,76.065,,,,,,
752,Argentina,2021-03-17,3485.0,76.416,,,,,,
753,Argentina,2021-03-18,3522.0,77.227,,,,,,
754,Argentina,2021-03-19,3534.0,77.49,,,,,,
755,Argentina,2021-03-20,3534.0,77.49,,,,,,
756,Argentina,2021-03-21,3534.0,77.49,,,,,,
757,Argentina,2021-03-22,3530.0,77.402,,,,,,
758,Argentina,2021-03-23,3591.0,78.74,,,,,,
759,Argentina,2021-03-24,3574.0,78.367,,,,,,
760,Argentina,2021-03-25,3585.0,78.608,,,,,,
761,Argentina,2021-03-26,3508.0,76.92,,,,,,
762,Argentina,2021-03-27,3506.0,76.876,,,,,,
763,Argentina,2021-03-29,3639.0,79.792,,,,,,
764,Argentina,2021-03-30,3702.0,81.174,,,,,,
765,Argentina,2021-03-31,3638.0,79.771,,,,,,
766,Argentina,2021-04-01,3639.0,79.792,,,,,,
767,Argentina,2021-04-02,3619.0,79.354,,,,,,
768,Argentina,2021-04-03,3618.0,79.332,,,,,,
769,Argentina,2021-04-04,3626.0,79.507,,,,,,
770,Argentina,2021-04-05,3652.0,80.077,,,,,,
771,Argentina,2021-04-06,3642.0,79.858,,,,,,
772,Argentina,2021-04-07,3706.0,81.262,,,,,,
773,Argentina,2021-04-08,3742.0,82.051,,,,,,
774,Argentina,2021-04-09,3718.0,81.525,,,,,,
775,Argentina,2021-04-10,3761.0,82.468,,,,,,
776,Argentina,2021-04-11,3789.0,83.081,,,,,,
777,Argentina,2021-04-12,3819.0,83.739,,,,,,
778,Argentina,2021-04-13,3836.0,84.112,,,,,,
779,Argentina,2021-04-14,3879.0,85.055,,,,,,
780,Argentina,2021-04-15,3900.0,85.515,,,,,,
781,Argentina,2021-04-16,3971.0,87.072,,,,,,
782,Argentina,2021-04-17,3977.0,87.204,,,,,,
783,Argentina,2021-04-18,4105.0,90.01,,,,,,
784,Argentina,2021-04-19,4304.0,94.374,,,,,,
785,Argentina,2021-04-20,4366.0,95.733,,,,,,
786,Argentina,2021-04-21,4492.0,98.496,,,,,,
787,Argentina,2021-04-22,4791.0,105.052,,,,,,
788,Argentina,2021-04-23,4805.0,105.359,,,,,,
789,Argentina,2021-04-24,4858.0,106.521,,,,,,
790,Argentina,2021-04-25,4942.0,108.363,,,,,,
791,Argentina,2021-04-26,5036.0,110.424,,,,,,
792,Argentina,2021-04-27,5134.0,112.573,,,,,,
793,Argentina,2021-04-28,5178.0,113.538,,,,,,
794,Argentina,2021-04-29,5317.0,116.586,,,,,,
795,Argentina,2021-04-30,5369.0,117.726,,,,,,
796,Argentina,2021-05-01,5370.0,117.748,,,,,,
797,Argentina,2021-05-02,5371.0,117.77,,,,,,
798,Argentina,2021-05-03,5426.0,118.976,,,,,,
799,Argentina,2021-05-04,5389.0,118.165,,,,,,
800,Argentina,2021-05-05,5342.0,117.134,,,,,,
801,Argentina,2021-05-06,5299.0,116.191,,,,,,
802,Argentina,2021-05-07,5268.0,115.512,,,,,,
803,Argentina,2021-05-08,5285.0,115.884,,,,,,
804,Argentina,2021-05-09,5294.0,116.082,,,,,,
805,Argentina,2021-05-10,5357.0,117.463,,,,,,
806,Argentina,2021-05-11,5375.0,117.858,,,,,,
807,Argentina,2021-05-12,5394.0,118.274,,,,,,
808,Argentina,2021-05-13,5420.0,118.844,,,,,,
809,Argentina,2021-05-14,5457.0,119.656,,,,,,
810,Argentina,2021-05-15,5517.0,120.971,,,,,,
811,Argentina,2021-05-16,5538.0,121.432,,,,,,
812,Argentina,2021-05-17,5690.0,124.765,,,,,,
813,Argentina,2021-05-18,5813.0,127.462,,,,,,
814,Argentina,2021-05-19,5877.0,128.865,,,,,,
815,Argentina,2021-05-20,5951.0,130.488,,,,,,
816,Argentina,2021-05-21,6027.0,132.154,,,,,,
817,Argentina,2021-05-22,6138.0,134.588,,,,,,
818,Argentina,2021-05-23,6214.0,136.255,,,,,,
819,Argentina,2021-05-24,6373.0,139.741,,,,,,
820,Argentina,2021-05-25,6552.0,143.666,,,,,,
821,Argentina,2021-05-26,6644.0,145.683,,,,,,
822,Argentina,2021-05-27,6802.0,149.148,,,,,,
823,Argentina,2021-05-28,6872.0,150.683,,,,,,
824,Argentina,2021-05-29,6909.0,151.494,,,,,,
825,Argentina,2021-05-30,7206.0,158.006,,,,,,
826,Argentina,2021-05-31,7325.0,160.615,,,,,,
827,Argentina,2021-06-01,7417.0,162.633,,,,,,
828,Argentina,2021-06-02,7614.0,166.952,,,,,,
829,Argentina,2021-06-03,7698.0,168.794,,,,,,
830,Argentina,2021-06-04,7668.0,168.136,,,,,,
831,Argentina,2021-06-05,7731.0,169.518,,,,,,
832,Argentina,2021-06-06,7776.0,170.505,,,,,,
833,Argentina,2021-06-07,7827.0,171.623,,,,,,
834,Argentina,2021-06-08,7794.0,170.899,,,,,,
835,Argentina,2021-06-09,7769.0,170.351,,,,,,
836,Argentina,2021-06-10,7817.0,171.404,,,,,,
837,Argentina,2021-06-11,7839.0,171.886,,,,,,
838,Argentina,2021-06-12,7895.0,173.114,,,,,,
839,Argentina,2021-06-13,7910.0,173.443,,,,,,
840,Argentina,2021-06-14,7969.0,174.736,,,,,,
841,Argentina,2021-06-15,7890.0,173.004,,,,,,
842,Argentina,2021-06-16,7664.0,168.049,,,,,,
843,Argentina,2021-06-17,7520.0,164.891,,,,,,
844,Argentina,2021-06-18,7467.0,163.729,,,,,,
845,Argentina,2021-06-19,7386.0,161.953,,,,,,
846,Argentina,2021-06-20,7366.0,161.514,,,,,,
847,Argentina,2021-06-21,7345.0,161.054,,,,,,
848,Argentina,2021-06-22,7326.0,160.637,,,,,,
849,Argentina,2021-06-23,7241.0,158.774,,,,,,
850,Argentina,2021-06-24,7199.0,157.853,,,,,,
851,Argentina,2021-06-25,7057.0,154.739,,,,,,
852,Argentina,2021-06-26,6998.0,153.445,,,,,,
853,Argentina,2021-06-27,6953.0,152.459,,,,,,
854,Argentina,2021-06-28,6869.0,150.617,,,,,,
855,Argentina,2021-06-29,6636.0,145.508,,,,,,
856,Argentina,2021-06-30,6308.0,138.316,,,,,,
857,Argentina,2021-07-01,6046.0,132.571,,,,,,
858,Argentina,2021-07-02,5784.0,126.826,,,,,,
859,Argentina,2021-07-03,5667.0,124.26,,,,,,
860,Argentina,2021-07-04,5671.0,124.348,,,,,,
861,Argentina,2021-07-05,5607.0,122.945,,,,,,
862,Argentina,2021-07-06,5642.0,123.712,,,,,,
863,Argentina,2021-07-07,5546.0,121.607,,,,,,
864,Argentina,2021-07-08,5443.0,119.349,,,,,,
865,Argentina,2021-07-09,5405.0,118.516,,,,,,
866,Argentina,2021-07-10,5427.0,118.998,,,,,,
867,Argentina,2021-07-11,5349.0,117.288,,,,,,
868,Argentina,2021-07-12,5222.0,114.503,,,,,,
869,Argentina,2021-07-13,5199.0,113.999,,,,,,
870,Argentina,2021-07-14,5092.0,111.652,,,,,,
871,Argentina,2021-07-15,5013.0,109.92,,,,,,
872,Argentina,2021-07-16,4868.0,106.741,,,,,,
873,Argentina,2021-07-17,4873.0,106.85,,,,,,
874,Argentina,2021-07-18,4783.0,104.877,,,,,,
875,Argentina,2021-07-19,4681.0,102.64,,,,,,
876,Argentina,2021-07-20,4643.0,101.807,,,,,,
877,Argentina,2021-07-21,4583.0,100.492,,,,,,
878,Argentina,2021-07-22,4532.0,99.373,,,,,,
879,Argentina,2021-07-23,4358.0,95.558,,,,,,
880,Argentina,2021-07-24,4318.0,94.681,,,,,,
881,Argentina,2021-07-25,4219.0,92.51,,,,,,
882,Argentina,2021-07-26,4155.0,91.107,,,,,,
883,Argentina,2021-07-27,4160.0,91.216,,,,,,
884,Argentina,2021-07-29,4090.0,89.682,,,,,,
885,Argentina,2021-07-30,3976.0,87.182,,,,,,
886,Argentina,2021-08-01,3913.0,85.8,,,,,,
887,Argentina,2021-08-02,3819.0,83.739,,,,,,
888,Argentina,2021-08-03,3767.0,82.599,,,,,,
889,Argentina,2021-08-04,3748.0,82.182,,,,,,
890,Argentina,2021-08-05,3714.0,81.437,,,,,,
891,Argentina,2021-08-06,3657.0,80.187,,,,,,
892,Argentina,2021-08-07,3646.0,79.946,,,,,,
893,Argentina,2021-08-08,3675.0,80.582,,,,,,
894,Argentina,2021-08-09,3613.0,79.222,,,,,,
895,Argentina,2021-08-10,3652.0,80.077,,,,,,
896,Argentina,2021-08-11,3635.0,79.705,,,,,,
897,Argentina,2021-08-12,3623.0,79.442,,,,,,
898,Argentina,2021-08-13,3598.0,78.893,,,,,,
899,Argentina,2021-08-14,3571.0,78.301,,,,,,
900,Argentina,2021-08-15,3574.0,78.367,,,,,,
901,Argentina,2021-08-16,3528.0,77.359,,,,,,
902,Argentina,2021-08-17,3502.0,76.788,,,,,,
903,Argentina,2021-08-18,3489.0,76.503,,,,,,
904,Argentina,2021-08-19,3476.0,76.218,,,,,,
905,Argentina,2021-08-20,3377.0,74.048,,,,,,
906,Argentina,2021-08-21,3328.0,72.973,,,,,,
907,Argentina,2021-08-22,3298.0,72.315,,,,,,
908,Argentina,2021-08-23,3226.0,70.737,,,,,,
909,Argentina,2021-08-24,3173.0,69.574,,,,,,
910,Argentina,2021-08-25,3087.0,67.689,,,,,,
911,Argentina,2021-08-26,2952.0,64.729,,,,,,
912,Argentina,2021-08-27,2872.0,62.974,,,,,,
913,Argentina,2021-08-28,2808.0,61.571,,,,,,
914,Argentina,2021-08-29,2747.0,60.234,,,,,,
915,Argentina,2021-08-30,2713.0,59.488,,,,,,
916,Argentina,2021-08-31,2672.0,58.589,,,,,,
917,Argentina,2021-09-01,2602.0,57.054,,,,,,
918,Argentina,2021-09-02,2497.0,54.752,,,,,,
919,Argentina,2021-09-03,2452.0,53.765,,,,,,
920,Argentina,2021-09-04,2391.0,52.428,,,,,,
921,Argentina,2021-09-05,2396.0,52.537,,,,,,
922,Argentina,2021-09-06,2293.0,50.279,,,,,,
923,Argentina,2021-09-07,2283.0,50.059,,,,,,
924,Argentina,2021-09-08,2247.0,49.27,,,,,,
925,Argentina,2021-09-09,2297.0,50.366,,,,,,
926,Argentina,2021-09-10,2172.0,47.625,,,,,,
927,Argentina,2021-09-11,2142.0,46.968,,,,,,
928,Argentina,2021-09-12,2103.0,46.113,,,,,,
929,Argentina,2021-09-13,1829.0,40.105,,,,,,
930,Argentina,2021-09-14,1851.0,40.587,,,,,,
931,Argentina,2021-09-15,1785.0,39.14,,,,,,
932,Argentina,2021-09-16,1614.0,35.39,,,,,,
933,Argentina,2021-09-17,1593.0,34.93,,,,,,
934,Argentina,2021-09-18,1516.0,33.241,,,,,,
935,Argentina,2021-09-19,1496.0,32.803,,,,,,
936,Argentina,2021-09-20,1440.0,31.575,,,,,,
937,Argentina,2021-09-21,1489.0,32.649,,,,,,
938,Argentina,2021-09-22,1366.0,29.952,,,,,,
939,Argentina,2021-09-23,1322.0,28.988,,,,,,
940,Argentina,2021-09-24,1271.0,27.869,,,,,,
941,Argentina,2021-09-25,1248.0,27.365,,,,,,
942,Argentina,2021-09-26,1237.0,27.124,,,,,,
943,Argentina,2021-09-27,1200.0,26.312,,,,,,
944,Argentina,2021-09-28,1184.0,25.962,,,,,,
945,Argentina,2021-09-29,1160.0,25.435,,,,,,
946,Argentina,2021-09-30,1140.0,24.997,,,,,,
947,Argentina,2021-10-01,1085.0,23.791,,,,,,
948,Argentina,2021-10-02,1070.0,23.462,,,,,,
949,Argentina,2021-10-03,1052.0,23.067,,,,,,
950,Argentina,2021-10-04,1032.0,22.629,,,,,,
951,Argentina,2021-10-05,1021.0,22.387,,,,,,
952,Argentina,2021-10-06,1007.0,22.081,,,,,,
953,Argentina,2021-10-07,977.0,21.423,,,,,,
954,Argentina,2021-10-08,981.0,21.51,,,,,,
955,Argentina,2021-10-09,971.0,21.291,,,,,,
956,Argentina,2021-10-10,971.0,21.291,,,,,,
957,Argentina,2021-10-11,967.0,21.203,,,,,,
958,Argentina,2021-10-12,920.0,20.173,,,,,,
959,Argentina,2021-10-13,921.0,20.195,,,,,,
960,Argentina,2021-10-14,907.0,19.888,,,,,,
961,Argentina,2021-10-15,808.0,17.717,,,,,,
962,Argentina,2021-10-16,789.0,17.3,,,,,,
963,Argentina,2021-10-17,795.0,17.432,,,,,,
964,Argentina,2021-10-18,801.0,17.564,,,,,,
965,Argentina,2021-10-19,789.0,17.3,,,,,,
966,Argentina,2021-10-20,773.0,16.95,,,,,,
967,Argentina,2021-10-21,750.0,16.445,,,,,,
968,Argentina,2021-10-22,739.0,16.204,,,,,,
969,Argentina,2021-10-23,737.0,16.16,,,,,,
970,Argentina,2021-10-24,736.0,16.138,,,,,,
971,Argentina,2021-10-25,648.0,14.209,,,,,,
972,Argentina,2021-10-26,633.0,13.88,,,,,,
973,Argentina,2021-10-27,631.0,13.836,,,,,,
974,Argentina,2021-10-28,627.0,13.748,,,,,,
975,Argentina,2021-10-29,609.0,13.354,,,,,,
976,Argentina,2021-10-30,613.0,13.441,,,,,,
